"","Attrition_Flag","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
"219","Existing Customer","M",3,"High School","Married","$80K - $120K","Blue",6,1,2,34516,1202,0.603,1353,33,0.737,0.035
"220","Existing Customer","F",3,"Uneducated","Divorced","Less than $40K","Silver",4,1,3,11127,1835,2.368,1546,25,1.273,0.165
"221","Existing Customer","M",2,"Unknown","Single","$40K - $60K","Blue",2,1,3,1857,1603,0.579,1590,43,1.263,0.863
"222","Existing Customer","F",1,"Uneducated","Married","Less than $40K","Blue",5,1,0,1913,1272,1.008,1448,22,1,0.665
"223","Existing Customer","M",4,"Graduate","Single","$80K - $120K","Blue",5,3,0,3839,2295,0.569,1271,24,0.714,0.598
"224","Existing Customer","F",3,"Graduate","Divorced","$40K - $60K","Blue",6,2,3,2115,1141,0.616,1223,20,0.538,0.539
"225","Existing Customer","F",2,"Graduate","Divorced","Less than $40K","Blue",5,2,2,1438.3,679,0.859,1117,29,1.071,0.472
"226","Existing Customer","M",2,"High School","Single","$80K - $120K","Blue",4,3,0,27756,1789,0.75,994,24,0.846,0.064
"227","Existing Customer","M",3,"College","Single","$60K - $80K","Blue",4,1,2,1438.3,0,0.81,1468,26,0.625,0
"228","Existing Customer","F",2,"Uneducated","Divorced","Less than $40K","Silver",6,4,2,13878,2222,0.853,1658,38,0.357,0.16
"229","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",3,1,3,3106,1304,0.604,1368,38,0.407,0.42
"230","Existing Customer","M",2,"Graduate","Married","$120K +","Blue",4,3,3,34516,1666,0.613,1218,18,0.8,0.048
"231","Attrited Customer","F",1,"Uneducated","Married","$40K - $60K","Blue",4,4,3,1438.3,1025,0.838,702,12,0.714,0.713
"232","Existing Customer","M",2,"Unknown","Married","$80K - $120K","Blue",2,3,0,18871,1740,1.727,1516,21,2,0.092
"233","Existing Customer","M",5,"Graduate","Single","$120K +","Blue",5,2,2,5207,1748,1.073,1310,26,1,0.336
"234","Existing Customer","M",3,"Post-Graduate","Divorced","$80K - $120K","Blue",6,2,2,17965,1644,0.921,1767,50,0.923,0.092
"235","Existing Customer","M",1,"College","Single","$60K - $80K","Blue",6,3,3,2733,1819,0.767,933,25,0.923,0.666
"236","Existing Customer","M",2,"College","Married","$60K - $80K","Blue",4,3,2,8863,1301,1.207,1512,27,1.455,0.147
"237","Attrited Customer","M",1,"Uneducated","Married","$80K - $120K","Blue",2,3,3,1857,1833,0.723,829,17,0.7,0.987
"238","Existing Customer","M",3,"Graduate","Unknown","$80K - $120K","Blue",3,3,3,34516,0,0.483,1120,27,0.35,0
"239","Existing Customer","M",2,"Uneducated","Married","$40K - $60K","Blue",5,3,3,11107,1222,0.538,1506,33,0.941,0.11
"240","Existing Customer","M",4,"Unknown","Single","$80K - $120K","Blue",4,1,2,21573,1585,0.621,1384,36,2.273,0.073
"241","Attrited Customer","F",2,"Unknown","Married","Less than $40K","Blue",2,3,3,2859,2517,0.993,817,30,0.667,0.88
"242","Existing Customer","M",2,"High School","Single","$80K - $120K","Blue",4,2,2,5269,1475,1.148,2094,25,0.667,0.28
"243","Attrited Customer","M",5,"College","Married","$40K - $60K","Blue",2,2,3,1438.3,0,0.734,815,21,0.615,0
"244","Attrited Customer","F",2,"College","Married","Less than $40K","Blue",1,3,2,3387,0,0.789,510,24,0.6,0
"245","Existing Customer","M",2,"Graduate","Married","$80K - $120K","Blue",6,2,3,1982,1289,0.939,1377,49,0.69,0.65
"246","Existing Customer","M",3,"Uneducated","Single","$80K - $120K","Blue",2,2,2,4645,1650,0.912,1193,33,0.65,0.355
"247","Existing Customer","F",3,"Doctorate","Single","Unknown","Blue",6,3,2,2189,1666,0.343,1287,36,0.636,0.761
"248","Attrited Customer","M",4,"High School","Married","$120K +","Blue",3,3,3,2442,0,0.98,701,19,0.727,0
"249","Existing Customer","M",3,"Graduate","Married","$60K - $80K","Blue",4,1,2,21304,1532,1.018,1770,25,0.923,0.072
"250","Existing Customer","M",2,"Doctorate","Single","$60K - $80K","Blue",5,1,2,7577,2480,0.435,1409,35,0.167,0.327
"251","Existing Customer","M",3,"Post-Graduate","Single","$120K +","Blue",4,1,2,3234,1486,0.868,1354,28,0.647,0.459
"252","Existing Customer","M",0,"High School","Married","$40K - $60K","Blue",5,3,2,4469,1125,1.363,1765,34,1.615,0.252
"253","Existing Customer","M",3,"Unknown","Unknown","$40K - $60K","Blue",6,3,4,2910,709,0.538,1192,27,0.588,0.244
"254","Attrited Customer","M",0,"High School","Single","$40K - $60K","Blue",2,4,3,3616,1054,0.616,687,17,0.545,0.291
"255","Existing Customer","M",0,"High School","Married","Less than $40K","Blue",3,2,3,3252,1495,0.581,1227,15,0.875,0.46
"256","Existing Customer","F",2,"High School","Married","Less than $40K","Blue",4,3,3,2358,1152,0.969,1737,26,1.6,0.489
"257","Existing Customer","M",4,"Unknown","Single","$60K - $80K","Blue",4,1,0,22322,953,0.769,1348,34,1.125,0.043
"258","Existing Customer","M",1,"Uneducated","Single","$120K +","Blue",4,2,2,3133,1510,0.609,1435,38,0.462,0.482
"259","Existing Customer","F",2,"Uneducated","Single","$40K - $60K","Blue",2,3,0,3540,849,0.456,1321,28,0.75,0.24
"260","Existing Customer","M",1,"Graduate","Married","$40K - $60K","Blue",6,3,2,6990,1378,0.73,1479,29,0.611,0.197
"261","Existing Customer","M",2,"College","Unknown","$80K - $120K","Blue",2,2,3,34516,1652,0.854,1283,39,1.294,0.048
"262","Attrited Customer","F",0,"Post-Graduate","Married","$40K - $60K","Blue",1,4,1,1438.3,0,1.038,689,23,0.353,0
"263","Existing Customer","M",4,"Unknown","Married","$60K - $80K","Blue",6,3,2,24396,1171,0.655,965,17,1.125,0.048
"264","Existing Customer","F",1,"Unknown","Married","Less than $40K","Blue",2,3,2,2474,2143,1.53,1541,40,1,0.866
"265","Existing Customer","M",2,"Uneducated","Married","$40K - $60K","Blue",5,1,3,5214,795,0.707,1258,23,1.3,0.152
"266","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",5,2,2,5207,1650,0.708,1339,20,0.538,0.317
"267","Existing Customer","F",3,"Unknown","Unknown","Less than $40K","Blue",2,2,2,9512,1082,0.701,1007,22,1.444,0.114
"268","Existing Customer","F",4,"Graduate","Divorced","Unknown","Blue",6,3,2,3187,2430,0.617,1387,33,1.357,0.762
"269","Attrited Customer","F",0,"High School","Married","$40K - $60K","Blue",1,3,3,3353,0,1.021,960,18,0.385,0
"270","Existing Customer","M",5,"Graduate","Married","$60K - $80K","Blue",3,3,3,2290,1434,0.923,1119,18,3.5,0.626
"271","Existing Customer","M",3,"Unknown","Single","$40K - $60K","Blue",6,1,3,5279,1115,0.549,1642,41,0.519,0.211
"272","Existing Customer","M",2,"Uneducated","Divorced","$60K - $80K","Blue",5,3,0,23603,0,0.795,1382,31,1.067,0
"273","Existing Customer","M",0,"Uneducated","Married","$40K - $60K","Blue",6,2,2,2601,0,0.814,1232,32,0.684,0
"274","Existing Customer","M",4,"Graduate","Single","$80K - $120K","Blue",4,3,0,6363,1029,0.838,1542,16,1.286,0.162
"275","Existing Customer","M",3,"High School","Single","$80K - $120K","Blue",4,3,3,8029,1576,0.826,1094,32,0.524,0.196
"276","Existing Customer","F",4,"Uneducated","Married","Less than $40K","Blue",2,2,2,2410,1769,0.759,1217,30,1.143,0.734
"277","Attrited Customer","M",2,"Graduate","Single","$60K - $80K","Blue",1,1,2,3401,0,0.898,744,18,1,0
"278","Existing Customer","F",4,"Uneducated","Married","Less than $40K","Blue",4,2,0,2260,1007,0.84,1614,33,0.737,0.446
"279","Existing Customer","M",4,"Uneducated","Divorced","$80K - $120K","Blue",5,2,2,17682,2481,1.302,1747,31,1.214,0.14
"280","Existing Customer","F",4,"High School","Married","$40K - $60K","Blue",3,1,3,4206,1100,0.587,1144,22,1,0.262
"281","Existing Customer","M",1,"Graduate","Single","$80K - $120K","Silver",4,3,2,34516,1440,1.117,1575,34,2.4,0.042
"282","Existing Customer","M",4,"High School","Unknown","$80K - $120K","Blue",4,3,0,23018,2168,0.859,1463,24,1.667,0.094
"283","Existing Customer","F",1,"Uneducated","Married","$40K - $60K","Blue",5,2,3,5556,1711,1.434,1706,21,1.625,0.308
"284","Attrited Customer","F",2,"High School","Married","Unknown","Blue",3,3,1,6094,0,1.129,909,14,0.273,0
"285","Existing Customer","M",0,"Graduate","Married","$40K - $60K","Blue",3,1,2,2939,1999,2.145,2434,33,1.538,0.68
"286","Existing Customer","M",0,"Uneducated","Married","$80K - $120K","Blue",2,1,0,5362,1274,1.015,1876,41,0.783,0.238
"287","Attrited Customer","M",2,"High School","Married","$120K +","Blue",3,3,3,27126,0,0.953,1000,25,0.786,0
"288","Existing Customer","F",4,"Graduate","Single","Less than $40K","Blue",6,3,2,3342,2517,0.771,1139,30,0.765,0.753
"289","Attrited Customer","F",4,"Graduate","Married","Unknown","Blue",6,2,2,2532,2221,0.491,799,21,0.235,0.877
"290","Existing Customer","F",3,"Doctorate","Married","Unknown","Blue",2,2,3,1900,1376,0.89,1881,45,0.607,0.724
"291","Existing Customer","M",3,"Graduate","Single","$60K - $80K","Blue",2,3,2,14546,1703,0.955,1273,27,0.588,0.117
"292","Existing Customer","F",4,"Doctorate","Single","Unknown","Blue",2,3,2,2521,1608,0.587,1328,33,0.571,0.638
"293","Existing Customer","M",2,"Doctorate","Married","$60K - $80K","Blue",3,4,3,16427,1682,0.631,1579,36,1.118,0.102
"294","Existing Customer","M",2,"Graduate","Unknown","$40K - $60K","Blue",5,1,2,13068,1718,0.607,937,28,0.556,0.131
"295","Existing Customer","M",2,"College","Single","$60K - $80K","Blue",6,3,0,23218,1814,1.178,1749,37,2.083,0.078
"296","Existing Customer","M",0,"High School","Married","$40K - $60K","Blue",5,1,3,3281,837,1.859,1424,29,1.417,0.255
"297","Existing Customer","M",2,"High School","Married","$40K - $60K","Blue",5,3,2,3096,2217,0.799,2011,41,0.783,0.716
"298","Existing Customer","F",0,"High School","Married","$40K - $60K","Blue",5,2,3,2052,1250,0.728,1208,31,0.632,0.609
"299","Existing Customer","F",1,"High School","Unknown","Less than $40K","Blue",2,3,0,1438.3,583,0.888,1259,24,1,0.405
"300","Existing Customer","M",3,"High School","Single","$40K - $60K","Blue",2,3,2,9432,1418,0.612,1319,26,0.368,0.15
"301","Existing Customer","M",0,"High School","Single","$120K +","Silver",5,2,3,14938,2303,0.804,949,27,2,0.154
"302","Existing Customer","M",2,"Uneducated","Married","$60K - $80K","Blue",5,3,2,2221,1343,0.869,1338,30,1.308,0.605
"303","Existing Customer","M",3,"Post-Graduate","Divorced","$60K - $80K","Blue",6,3,0,5731,1577,0.657,1554,26,0.444,0.275
"304","Existing Customer","M",4,"College","Married","$60K - $80K","Gold",2,2,3,34516,2061,0.722,1350,32,0.455,0.06
"305","Existing Customer","M",3,"Uneducated","Married","$60K - $80K","Blue",5,2,2,6985,1130,0.963,1694,44,0.76,0.162
"306","Existing Customer","M",2,"Graduate","Married","$120K +","Blue",3,3,0,24221,1707,0.816,1678,40,0.538,0.07
"307","Existing Customer","F",3,"High School","Married","Unknown","Blue",4,1,1,15439,0,0.742,2069,43,0.536,0
"308","Existing Customer","M",4,"Graduate","Single","$80K - $120K","Blue",6,3,2,21637,2030,0.776,1222,23,0.438,0.094
"309","Existing Customer","M",2,"Graduate","Single","$120K +","Blue",2,3,2,14543,0,0.788,1536,37,0.423,0
"310","Existing Customer","F",4,"Uneducated","Married","Less than $40K","Blue",2,1,1,9684,2475,0.697,1400,31,2.1,0.256
"311","Existing Customer","M",2,"High School","Married","$40K - $60K","Blue",2,2,2,5007,930,0.885,1050,28,1.154,0.186
"312","Existing Customer","M",0,"Graduate","Married","$60K - $80K","Blue",3,2,0,1616,1047,0.984,1389,33,1.2,0.648
"313","Existing Customer","M",2,"Uneducated","Single","$60K - $80K","Blue",5,2,2,19116,0,0.656,1184,29,0.611,0
"314","Existing Customer","F",3,"Graduate","Married","Less than $40K","Blue",5,6,2,2759,2223,1.32,2093,42,1,0.806
"315","Attrited Customer","M",3,"Graduate","Married","$120K +","Blue",2,3,3,8249,1381,0.798,678,11,0.833,0.167
"316","Existing Customer","F",2,"Graduate","Single","Unknown","Blue",2,3,2,14041,2154,1.084,1467,29,1.417,0.153
"317","Existing Customer","M",3,"High School","Married","$60K - $80K","Blue",5,3,2,5264,2169,0.374,1219,27,0.5,0.412
"318","Existing Customer","F",0,"Unknown","Married","Less than $40K","Blue",4,2,1,2420,1912,1.256,1730,36,0.565,0.79
"319","Existing Customer","F",4,"High School","Married","Less than $40K","Blue",4,2,0,2826,2070,0.541,1025,28,0.647,0.732
"320","Existing Customer","M",2,"High School","Married","$80K - $120K","Blue",5,5,2,12518,1539,0.645,1165,33,0.833,0.123
"321","Existing Customer","M",0,"Graduate","Married","$40K - $60K","Blue",4,2,1,5876,1297,1.012,2133,55,0.719,0.221
"322","Existing Customer","M",3,"Graduate","Single","$80K - $120K","Silver",3,2,3,34516,0,0.448,1122,13,0.182,0
"323","Existing Customer","F",2,"Uneducated","Divorced","Less than $40K","Blue",4,1,2,9648,1926,0.549,1083,22,1.75,0.2
"324","Existing Customer","M",2,"High School","Single","$80K - $120K","Silver",3,3,3,34516,2177,1.32,1234,23,1.875,0.063
"325","Existing Customer","F",2,"Uneducated","Married","Unknown","Blue",3,3,0,3025,2376,1.252,1277,23,1.875,0.785
"326","Existing Customer","M",3,"High School","Married","$60K - $80K","Blue",4,3,3,3265,2517,0.952,1843,35,0.944,0.771
"327","Existing Customer","M",1,"Uneducated","Married","$120K +","Blue",3,2,2,6041,1355,0.685,1747,49,0.581,0.224
"328","Existing Customer","F",2,"Post-Graduate","Married","Less than $40K","Blue",3,3,2,2293,1823,0.617,1166,22,1.444,0.795
"329","Existing Customer","M",3,"Post-Graduate","Unknown","$80K - $120K","Blue",6,2,2,13399,2505,0.627,1326,31,0.824,0.187
"330","Existing Customer","F",3,"Unknown","Married","Less than $40K","Blue",4,3,3,4317,2517,0.944,1619,36,1,0.583
"331","Existing Customer","F",3,"Graduate","Single","$40K - $60K","Blue",5,2,0,3378,1069,0.581,1285,16,0.333,0.316
"332","Existing Customer","F",1,"Graduate","Single","Less than $40K","Blue",4,1,3,5012,2242,0.816,1142,28,1,0.447
"333","Existing Customer","F",4,"Uneducated","Single","Less than $40K","Blue",4,1,0,2569,1605,0.574,1190,46,0.643,0.625
"334","Existing Customer","F",1,"Graduate","Single","Less than $40K","Blue",3,1,2,3471,1785,1.051,1052,24,0.714,0.514
"335","Existing Customer","M",5,"Graduate","Divorced","$120K +","Silver",5,3,3,34516,1699,0.771,1628,38,0.727,0.049
"336","Existing Customer","M",1,"High School","Married","$120K +","Blue",6,3,2,3312,1844,0.986,1740,32,0.882,0.557
"337","Existing Customer","F",1,"Graduate","Married","Less than $40K","Blue",4,3,3,2578,2462,1.707,1378,29,0.812,0.955
"338","Attrited Customer","M",2,"Unknown","Married","$40K - $60K","Blue",4,3,2,2902,2517,0.821,996,26,0.444,0.867
"339","Existing Customer","F",3,"High School","Married","Less than $40K","Blue",3,2,1,2742,2321,1.315,1389,32,0.6,0.846
"340","Existing Customer","M",1,"High School","Married","Less than $40K","Blue",5,3,3,2077,1571,1.031,1365,38,1,0.756
"341","Existing Customer","F",4,"Graduate","Single","Less than $40K","Blue",5,1,2,6265,1942,1.027,1715,43,0.87,0.31
"342","Existing Customer","M",2,"Uneducated","Married","$60K - $80K","Blue",6,3,0,7819,1560,0.827,1582,25,0.786,0.2
"343","Existing Customer","M",3,"Graduate","Single","$80K - $120K","Blue",6,3,3,2731,1692,0.62,1220,22,0.692,0.62
"344","Attrited Customer","M",1,"Uneducated","Married","$40K - $60K","Blue",2,4,3,1438.3,537,0.819,715,13,0.182,0.373
"345","Existing Customer","M",0,"High School","Married","$80K - $120K","Blue",3,1,2,16286,1710,1.223,2552,49,1.227,0.105
"346","Existing Customer","M",1,"Graduate","Married","$120K +","Blue",3,2,3,34516,0,0.507,1106,31,0.938,0
"347","Existing Customer","F",3,"High School","Married","Less than $40K","Blue",6,1,0,2609,2439,1.269,1731,34,1.833,0.935
"348","Existing Customer","M",2,"High School","Single","$60K - $80K","Blue",5,3,2,7567,1173,0.541,1435,32,0.6,0.155
"349","Existing Customer","M",5,"High School","Married","$60K - $80K","Blue",5,3,3,22770,2517,0.994,1882,38,0.652,0.111
"350","Existing Customer","F",0,"Uneducated","Married","Less than $40K","Blue",5,1,2,3791,1648,1.227,2058,34,0.789,0.435
"351","Existing Customer","M",2,"Graduate","Married","Less than $40K","Blue",4,4,2,2702,2517,1.019,1658,32,1.462,0.932
"352","Existing Customer","F",3,"High School","Divorced","Less than $40K","Blue",3,1,3,2555,2117,1.049,1334,32,0.6,0.829
"353","Existing Customer","M",3,"Graduate","Married","$80K - $120K","Blue",5,3,2,2355,1090,0.751,1441,29,0.812,0.463
"354","Existing Customer","F",2,"Graduate","Single","$40K - $60K","Blue",6,2,0,5332,0,0.939,1371,39,1.167,0
"355","Existing Customer","M",1,"Uneducated","Single","$40K - $60K","Blue",6,3,2,1443,1375,0.683,1991,38,0.583,0.953
"356","Existing Customer","M",4,"Graduate","Single","$60K - $80K","Blue",6,2,3,10741,755,1.166,1278,22,1.444,0.07
"357","Existing Customer","M",1,"Uneducated","Married","$60K - $80K","Blue",3,2,0,7984,1503,0.797,1734,39,1.167,0.188
"358","Existing Customer","M",3,"Uneducated","Single","$60K - $80K","Blue",3,2,2,18584,2517,0.703,1330,34,1.125,0.135
"359","Existing Customer","F",0,"Graduate","Married","Unknown","Blue",4,1,3,5585,1465,1.503,1787,31,0.722,0.262
"360","Existing Customer","M",2,"Uneducated","Married","$80K - $120K","Blue",6,3,2,34516,2165,0.837,1672,32,0.524,0.063
"361","Existing Customer","F",1,"Uneducated","Married","Less than $40K","Blue",6,3,4,1438.3,0,1.068,1439,41,1.05,0
"362","Existing Customer","M",2,"Graduate","Single","$80K - $120K","Blue",5,1,0,2478,2031,1.284,1558,31,0.938,0.82
"363","Existing Customer","M",4,"High School","Single","$120K +","Blue",6,3,3,34516,2274,0.788,1795,47,0.679,0.066
"364","Existing Customer","F",2,"Graduate","Married","$40K - $60K","Blue",6,2,3,2339,1440,0.431,893,22,0.375,0.616
"365","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",6,3,2,2726,0,0.844,1099,27,0.588,0
"366","Existing Customer","M",4,"Unknown","Married","$120K +","Blue",3,3,3,14881,848,0.762,1408,23,1.091,0.057
"367","Existing Customer","F",4,"Graduate","Married","$40K - $60K","Blue",6,3,3,1628,969,0.999,1893,15,2.75,0.595
"368","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",5,2,2,3156,1644,1.052,1151,31,1.385,0.521
"369","Existing Customer","F",2,"Graduate","Single","Less than $40K","Blue",5,3,0,4745,1270,0.93,1519,31,0.938,0.268
"370","Existing Customer","M",2,"High School","Married","$120K +","Blue",5,3,2,19727,1785,0.572,1245,25,0.786,0.09
"371","Existing Customer","M",0,"Uneducated","Married","$60K - $80K","Blue",3,3,2,22720,793,0.685,1102,27,0.286,0.035
"372","Existing Customer","M",4,"Unknown","Married","$40K - $60K","Blue",5,3,0,8129,1799,0.566,1402,33,0.737,0.221
"373","Existing Customer","F",4,"Graduate","Single","Less than $40K","Blue",6,2,3,3751,1521,0.974,1060,30,1.308,0.405
"374","Existing Customer","F",4,"High School","Married","Less than $40K","Blue",3,5,3,1594,1411,0.817,1459,35,1.188,0.885
"375","Existing Customer","F",1,"High School","Single","Less than $40K","Blue",4,2,0,2569,1403,0.886,1456,39,0.444,0.546
"376","Existing Customer","F",4,"Post-Graduate","Single","Unknown","Blue",6,3,2,18206,1586,0.921,1439,48,1,0.087
"377","Existing Customer","M",4,"High School","Married","$40K - $60K","Blue",6,3,3,3104,1766,0.828,1353,24,1.182,0.569
"378","Existing Customer","M",3,"Graduate","Married","$40K - $60K","Blue",5,3,2,2406,1560,0.751,1173,32,0.391,0.648
"379","Existing Customer","M",1,"Uneducated","Married","$80K - $120K","Blue",5,2,3,24571,1955,1.174,1746,28,1,0.08
"380","Existing Customer","F",3,"High School","Single","Less than $40K","Gold",3,2,3,15534,726,0.556,1279,28,0.867,0.047
"381","Existing Customer","F",2,"Graduate","Married","Less than $40K","Silver",4,2,0,12301,2250,0.484,1307,29,0.261,0.183
"382","Existing Customer","M",4,"Graduate","Married","$80K - $120K","Blue",6,2,3,2846,1818,0.711,1473,37,1.176,0.639
"383","Existing Customer","M",2,"Uneducated","Unknown","$120K +","Blue",6,2,3,9788,1794,0.778,1805,37,0.762,0.183
"384","Existing Customer","M",2,"High School","Married","$60K - $80K","Blue",4,3,3,7231,2381,0.996,1421,23,1.3,0.329
"385","Existing Customer","F",1,"High School","Married","Less than $40K","Blue",6,3,2,2324,1576,0.728,1272,37,1.312,0.678
"386","Existing Customer","M",2,"Graduate","Married","$80K - $120K","Blue",3,2,3,12208,1980,0.616,1409,34,0.619,0.162
"387","Attrited Customer","M",4,"Post-Graduate","Unknown","$80K - $120K","Blue",2,5,3,5639,1547,1.087,647,15,0.364,0.274
"388","Existing Customer","M",1,"Graduate","Married","$60K - $80K","Blue",3,3,2,10021,1617,0.578,1275,25,0.667,0.161
